plant_family,plant_genus,plant_species,insect_family,insect_genus,insect_species,location,host_plant_name,insect_name
Cactaceae,Denmoza,,Pyralidae,Cactoblastis,bucyrus,Argentina,Denmoza,Cactoblastis bucyrus
Rubiaceae,Pavetta,indica,Pyralidae,Agrotera,basinotata,India,Pavetta indica,Agrotera basinotata
Fabaceae,Lablab,purpureus,Pterophoridae,Sphenarches,caffer,West Malaysia,Lablab purpureus,Sphenarches caffer
Myricaceae,Myrica,,Pyralidae,Acrobasis,comptoniella,Nearctic,Myrica,Acrobasis comptoniella
Poaceae,Zea,mays,Pyralidae,Chilo,auricilia,West Malaysia,Zea mays,Chilo auricilia
Cactaceae,Opuntia,,Pyralidae,Cactoblastis,bucyrus,Argentina,Opuntia,Cactoblastis bucyrus
Fagaceae,Castanopsis,,Pyralidae,Agrotera,basinotata,New Guinea,Castanopsis,Agrotera basinotata
Geraniaceae,Pelargonium,,Pterophoridae,Sphenarches,caffer,Sri Lanka,Pelargonium,Sphenarches caffer
Myricaceae,Myrica,gale,Pyralidae,Acrobasis,comptoniella,Nearctic,Myrica gale,Acrobasis comptoniella
Poaceae,Saccharum,spontaneum,Pyralidae,Chilo,auricilia,India,Saccharum spontaneum,Chilo auricilia
Cactaceae,Cereus,alacriportanus,Pyralidae,Cactoblastis,cactorum,Brazil,Cereus alacriportanus,Cactoblastis cactorum
Verbenaceae,Vitex,,Pyralidae,Agrotera,coelatalis,West Malaysia,Vitex,Agrotera coelatalis
Fabaceae,Lablab,purpureus,Pterophoridae,Sphenarches,caffer,India,Lablab purpureus,Sphenarches caffer
Myricaceae,Myrica,pensylvanica,Pyralidae,Acrobasis,comptoniella,Nearctic,Myrica pensylvanica,Acrobasis comptoniella
Poaceae,Oryza,,Pyralidae,Chilo,auricilia,Oriental,Oryza,Chilo auricilia
Cactaceae,Opuntia,,Pyralidae,Cactoblastis,cactorum,Australia,Opuntia,Cactoblastis cactorum
Verbenaceae,Vitex,altissima,Pyralidae,Agrotera,coelatalis,Sri Lanka,Vitex altissima,Agrotera coelatalis
Fabaceae,Cajanus,cajan,Pterophoridae,Sphenarches,caffer,Thailand,Cajanus cajan,Sphenarches caffer
Corylaceae,Corylus,,Pyralidae,Acrobasis,coryliella,USA,Corylus,Acrobasis coryliella
Poaceae,Saccharum,,Pyralidae,Chilo,auricilia,Oriental,Saccharum,Chilo auricilia
Cactaceae,Opuntia,ficus-indica,Pyralidae,Cactoblastis,cactorum,Virgin Islands,Opuntia ficus-indica,Cactoblastis cactorum
Verbenaceae,Vitex,pinnata,Pyralidae,Agrotera,coelatalis,Oriental,Vitex pinnata,Agrotera coelatalis
Fabaceae,Phaseolus,,Pterophoridae,Sphenarches,caffer,Indonesia,Phaseolus,Sphenarches caffer
Juglandaceae,Juglans,nigra,Pyralidae,Acrobasis,demotella,Nearctic,Juglans nigra,Acrobasis demotella
Poaceae,Oryza,sativa,Pyralidae,Chilo,diffusilinea,Afrotropical,Oryza sativa,Chilo diffusilinea
Cactaceae,Opuntia,rubescens,Pyralidae,Cactoblastis,cactorum,Puerto Rico,Opuntia rubescens,Cactoblastis cactorum
Betulaceae,Betula,,Pyralidae,Agrotera,nemoralis,British Isles,Betula,Agrotera nemoralis
Fabaceae,Pisum,sativum,Pterophoridae,Sphenarches,caffer,Sri Lanka,Pisum sativum,Sphenarches caffer
Fagaceae,Quercus,,Pyralidae,Acrobasis,hebescella,USA,Quercus,Acrobasis hebescella
Poaceae,Oryza,sativa,Pyralidae,Chilo,diffusilinea,East Africa,Oryza sativa,Chilo diffusilinea
Cactaceae,Opuntia,stricta,Pyralidae,Cactoblastis,cactorum,Australia,Opuntia stricta,Cactoblastis cactorum
Corylaceae,Carpinus,,Pyralidae,Agrotera,nemoralis,British Isles,Carpinus,Agrotera nemoralis
Fabaceae,Cajanus,cajan,Pterophoridae,Sphenarches,caffer,Burma,Cajanus cajan,Sphenarches caffer
Juglandaceae,Carya,illinoinensis,Pyralidae,Acrobasis,indigenella,USA,Carya illinoinensis,Acrobasis indigenella
Poaceae,Sorghum,,Pyralidae,Chilo,diffusilinea,Togo,Sorghum,Chilo diffusilinea
Cactaceae,Opuntia,stricta,Pyralidae,Cactoblastis,cactorum,Nevis,Opuntia stricta,Cactoblastis cactorum
Myrtaceae,Syzygium,cumini,Pyralidae,Agrotera,scissalis,India,Syzygium cumini,Agrotera scissalis
Cucurbitaceae,Lagenaria,,Pterophoridae,Sphenarches,caffer,Oriental,Lagenaria,Sphenarches caffer
Rosaceae,Crataegus,,Pyralidae,Acrobasis,indigenella,Nearctic,Crataegus,Acrobasis indigenella
Poaceae,Miscanthus,fusca,Pyralidae,Chilo,ikri,India,Miscanthus fusca,Chilo ikri
Cactaceae,Opuntia,triacantha,Pyralidae,Cactoblastis,cactorum,Puerto Rico,Opuntia triacantha,Cactoblastis cactorum
Capparaceae,Capparis,cynophallophora,Pyralidae,Alatuncusia,bergii,Nearctic,Capparis cynophallophora,Alatuncusia bergii
Oxalidaceae,Oxalis,,Pterophoridae,Sphenarches,caffer,Oriental,Oxalis,Sphenarches caffer
Rosaceae,Crataegus,,Pyralidae,Acrobasis,indigenella,USA,Crataegus,Acrobasis indigenella
Poaceae,Sorghum,,Pyralidae,Chilo,infuscatellus,Old World,Sorghum,Chilo infuscatellus
Cactaceae,Opuntia,subulata,Pyralidae,Cactoblastis,mundelli,Peru,Opuntia subulata,Cactoblastis mundelli
Capparaceae,Capparis,cynophallophora,Pyralidae,Alatuncusia,bergii,USA,Capparis cynophallophora,Alatuncusia bergii
Fabaceae,Cajanus,,Pterophoridae,Sphenarches,caffer,Indonesia,Cajanus,Sphenarches caffer
Rosaceae,Crataegus,viridis,Pyralidae,Acrobasis,indigenella,USA,Crataegus viridis,Acrobasis indigenella
Poaceae,Sorghum,,Pyralidae,Chilo,partellus,Old World,Sorghum,Chilo partellus
Cactaceae,Echinocereus,rigidissimus,Pyralidae,Cactobrosis,strigalis,Nearctic,Echinocereus rigidissimus,Cactobrosis strigalis
Geraniaceae,Geranium,,Pterophoridae,Sphenarches,caffer,Sri Lanka,Geranium,Sphenarches caffer
Rosaceae,Eriobotrya,japonica,Pyralidae,Acrobasis,indigenella,Nearctic,Eriobotrya japonica,Acrobasis indigenella
Poaceae,Sorghum,bicolor,Pyralidae,Chilo,partellus,Sudan,Sorghum bicolor,Chilo partellus
Passifloraceae,Adenia,,Pyralidae,Cadarena,pudoraria,India,Adenia,Cadarena pudoraria
Insecta,Aphis (Z),,Pyralidae,Alophia,combustella,Palaearctic,Aphis (Z),Alophia combustella
Vitaceae,Vitis,,Pterophoridae,Sphenarches,ontario,Canada,Vitis,Sphenarches ontario
Rosaceae,Malus,,Pyralidae,Acrobasis,indigenella,USA,Malus,Acrobasis indigenella
Poaceae,Zea,mays,Pyralidae,Chilo,partellus,Old World,Zea mays,Chilo partellus
Moraceae,Ficus,carica,Pyralidae,Cadra,calidella,USA [interception],Ficus carica,Cadra calidella
Anacardiaceae,Pistacia,terebinthus,Pyralidae,Alophia,combustella,Palaearctic,Pistacia terebinthus,Alophia combustella
Cistaceae,Cistus,salviifolius,Pterophoridae,Stangeia,siceliota,Europe,Cistus salviifolius,Stangeia siceliota
Rosaceae,Malus,pumila,Pyralidae,Acrobasis,indigenella,Nearctic,Malus pumila,Acrobasis indigenella
Poaceae,Zea,mays,Pyralidae,Chilo,partellus,Old World tropics,Zea mays,Chilo partellus
Arecaceae,Phoenix,,Pyralidae,Cadra,calidella,USA [interception],Phoenix,Cadra calidella
Cactaceae,Opuntia,,Pyralidae,Amalafrida,leithella,Neotropical,Opuntia,Amalafrida leithella
Rosaceae,Prunus,,Pyralidae,Acrobasis,indigenella,USA,Prunus,Acrobasis indigenella
Poaceae,Phragmites,,Pyralidae,Chilo,phragmitella,British Isles,Phragmites,Chilo phragmitella
Rosaceae,Prunus,domestica,Pyralidae,Ambesa,walsinghami,USA,Prunus domestica,Ambesa walsinghami
Rosaceae,Prunus,avium,Pyralidae,Acrobasis,indigenella,Nearctic,Prunus avium,Acrobasis indigenella
Poaceae,Oryza,sativa,Pyralidae,Chilo,plejadellus,West Malaysia,Oryza sativa,Chilo plejadellus
Fabaceae,Arachis,hypogaea,Pyralidae,Cadra,cautella,West Malaysia,Arachis hypogaea,Cadra cautella
Rosaceae,Prunus,,Pyralidae,Ambesa,walsinghami,Nearctic,Prunus,Ambesa walsinghami
Plantaginaceae,Antirrhinum,,Pterophoridae,Stenoptilia,aridus,British Isles,Antirrhinum,Stenoptilia aridus
Rosaceae,Pyracantha,coccinea,Pyralidae,Acrobasis,indigenella,USA,Pyracantha coccinea,Acrobasis indigenella
Poaceae,Oryza,minuta,Pyralidae,Chilo,polychrysa,West Malaysia,Oryza minuta,Chilo polychrysa
Arecaceae,Astrocaryum,tucumoides,Pyralidae,Cadra,cautella,Brazil,Astrocaryum tucumoides,Cadra cautella
Fabaceae,Cassia,grandis,Pyralidae,Amyelois,transitella,Nearctic,Cassia grandis,Amyelois transitella
Dipsacaceae,Knautia,,Pterophoridae,Stenoptilia,bipunctidactyla,British Isles,Knautia,Stenoptilia bipunctidactyla
Rosaceae,Pyrus,,Pyralidae,Acrobasis,indigenella,Nearctic,Pyrus,Acrobasis indigenella
Poaceae,Saccharum,officinarum,Pyralidae,Chilo,polychrysa,Oriental,Saccharum officinarum,Chilo polychrysa
Poaceae,Bambusa,,Pyralidae,Cadra,cautella,USA [interception],Bambusa,Cadra cautella
Rutaceae,Citrus,,Pyralidae,Amyelois,transitella,Nearctic,Citrus,Amyelois transitella
Gentianaceae,Gentianella,quinquefolia,Pterophoridae,Stenoptilia,exclamationis,Nearctic,Gentianella quinquefolia,Stenoptilia exclamationis
Rosaceae,Cydonia,oblonga,Pyralidae,Acrobasis,indigenella,Nearctic,Cydonia oblonga,Acrobasis indigenella
Poaceae,Sacciolepis,,Pyralidae,Chilo,polychrysa,West Malaysia,Sacciolepis,Chilo polychrysa
Caricaceae,Carica,papaya,Pyralidae,Cadra,cautella,USA [interception],Carica papaya,Cadra cautella
Rutaceae,Citrus,X paradisi,Pyralidae,Amyelois,transitella,Nearctic,Citrus X paradisi,Amyelois transitella
Asteraceae,Achillea,ochroleuca,Pterophoridae,Stenoptilia,miantodactyla,Palaearctic,Achillea ochroleuca,Stenoptilia miantodactyla
Juglandaceae,Carya,,Pyralidae,Acrobasis,juglandis,Canada,Carya,Acrobasis juglandis
Poaceae,Zea,mays,Pyralidae,Chilo,polychrysa,Indonesia,Zea mays,Chilo polychrysa
Fabaceae,Cicer,arietinum,Pyralidae,Cadra,cautella,Cosmopolitan,Cicer arietinum,Cadra cautella
Rutaceae,Citrus,sinensis,Pyralidae,Amyelois,transitella,USA,Citrus sinensis,Amyelois transitella
Plantaginaceae,Veronica,,Pterophoridae,Stenoptilia,pterodactyla,Nearctic,Veronica,Stenoptilia pterodactyla
Juglandaceae,Carya,,Pyralidae,Acrobasis,juglandis,Nearctic,Carya,Acrobasis juglandis
Poaceae,Oryza,sativa,Pyralidae,Chilo,sacchariphagus,Sabah,Oryza sativa,Chilo sacchariphagus
Rutaceae,Citrus,,Pyralidae,Cadra,cautella,Cosmopolitan,Citrus,Cadra cautella
Rosaceae,Malus,,Pyralidae,Amyelois,transitella,USA,Malus,Amyelois transitella
Plantaginaceae,Veronica,chamaedrys,Pterophoridae,Stenoptilia,pterodactyla,British Isles,Veronica chamaedrys,Stenoptilia pterodactyla
Juglandaceae,Carya,cordiformis,Pyralidae,Acrobasis,juglandis,Nearctic,Carya cordiformis,Acrobasis juglandis
Poaceae,Saccharum,officinarum,Pyralidae,Chilo,sacchariphagus,India,Saccharum officinarum,Chilo sacchariphagus
Rutaceae,Citrus,,Pyralidae,Cadra,cautella,USA [interception],Citrus,Cadra cautella
Fabaceae,Pithecellobium,ebano,Pyralidae,Amyelois,transitella,Neotropical,Pithecellobium ebano,Amyelois transitella
Dipsacaceae,Scabiosa,,Pterophoridae,Stenoptilia,scabiodactylus,British Isles,Scabiosa,Stenoptilia scabiodactylus
Juglandaceae,Juglans,cinerea,Pyralidae,Acrobasis,juglandis,Nearctic,Juglans cinerea,Acrobasis juglandis
Poaceae,Saccharum,,Pyralidae,Chilo,sacchariphagus,Indonesia,Saccharum,Chilo sacchariphagus
Arecaceae,Cocos,nucifera,Pyralidae,Cadra,cautella,Indonesia,Cocos nucifera,Cadra cautella
Rosaceae,Prunus,dulcis,Pyralidae,Amyelois,transitella,New World,Prunus dulcis,Amyelois transitella
Asteraceae,Blumea,balsamifera,Pterophoridae,Stenoptilia,zophodactyla,India,Blumea balsamifera,Stenoptilia zophodactyla
Juglandaceae,Juglans,nigra,Pyralidae,Acrobasis,juglandis,Nearctic,Juglans nigra,Acrobasis juglandis
Poaceae,Saccharum,arundinaceus,Pyralidae,Chilo,sp.,India,Saccharum arundinaceus,Chilo sp.
Euphorbiaceae,Hevea,brasiliensis,Pyralidae,Cadra,cautella,West Malaysia,Hevea brasiliensis,Cadra cautella
Rosaceae,Prunus,persica,Pyralidae,Amyelois,transitella,Nearctic,Prunus persica,Amyelois transitella
Gentianaceae,Blackstonia,,Pterophoridae,Stenoptilia,zophodactyla,Australasia,Blackstonia,Stenoptilia zophodactyla
Juglandaceae,Carya,,Pyralidae,Acrobasis,juglandis,Nearctic,Carya,Acrobasis juglandis
Poaceae,Saccharum,spontaneum,Pyralidae,Chilo,sp.,India,Saccharum spontaneum,Chilo sp.
Poaceae,Oryza,sativa,Pyralidae,Cadra,cautella,USA [interception],Oryza sativa,Cadra cautella
Rosaceae,Pyrus,communis,Pyralidae,Amyelois,transitella,USA,Pyrus communis,Amyelois transitella
Gentianaceae,Gentiana,,Pterophoridae,Stenoptilia,zophodactyla,Australasia,Gentiana,Stenoptilia zophodactyla
Juglandaceae,Juglans,cinerea,Pyralidae,Acrobasis,juglandis,Nearctic,Juglans cinerea,Acrobasis juglandis
Poaceae,Vossia,cuspidata,Pyralidae,Chilo,sp.,East Africa,Vossia cuspidata,Chilo sp.
Arecaceae,Phoenix,dactylifera,Pyralidae,Cadra,cautella,USA [interception],Phoenix dactylifera,Cadra cautella
Poaceae,Zea,mays,Pyralidae,Amyelois,transitella,USA [interception],Zea mays,Amyelois transitella
Plantaginaceae,Castilleja,latifolia,Pterophoridae,Stenoptilodes,albiciliata,Nearctic,Castilleja latifolia,Stenoptilodes albiciliata
Juglandaceae,Carya,,Pyralidae,Acrobasis,kearfottella,USA,Carya,Acrobasis kearfottella
Poaceae,Oryza,sativa,Pyralidae,Chilo,sp.,Sabah,Oryza sativa,Chilo sp.
Rosaceae,Rubus,,Pyralidae,Cadra,cautella,USA [interception],Rubus,Cadra cautella
Sterculiaceae,Theobroma,,Pyralidae,Amyelois,transitella,Brazil,Theobroma,Amyelois transitella
Ericaceae,Vaccinium,berberifolium,Pterophoridae,Stenoptilodes,littoralis,Hawaii,Vaccinium berberifolium,Stenoptilodes littoralis
Juglandaceae,Carya,cordiformis,Pyralidae,Acrobasis,kearfottella,Nearctic,Carya cordiformis,Acrobasis kearfottella
Poaceae,Oryza,sativa,Pyralidae,Chilo,spp.,West Malaysia,Oryza sativa,Chilo spp.
Pedaliaceae,Sesamum,indicum,Pyralidae,Cadra,cautella,Brazil,Sesamum indicum,Cadra cautella
Fabaceae,Cassia,,Pyralidae,Anabasis,ochrodesma,USA,Cassia,Anabasis ochrodesma
Plantaginaceae,Castilleja,lutescens,Pterophoridae,Stenoptilodes,maea,Nearctic,Castilleja lutescens,Stenoptilodes maea
Corylaceae,Ostrya,virginiana,Pyralidae,Acrobasis,kylesi,Nearctic,Ostrya virginiana,Acrobasis kylesi
Poaceae,Chaetochloa,verticillata,Pyralidae,Chilo,suppressalis,Hawaii,Chaetochloa verticillata,Chilo suppressalis
Poaceae,Triticum,,Pyralidae,Cadra,cautella,India,Triticum,Cadra cautella
Fabaceae,Senna,alata,Pyralidae,Anabasis,ochrodesma,Nearctic,Senna alata,Anabasis ochrodesma
Verbenaceae,Lantana,camara,Pterophoridae,Stenoptilodes,taprobanes,India,Lantana camara,Stenoptilodes taprobanes
Fagaceae,Quercus,,Pyralidae,Acrobasis,minimella,USA,Quercus,Acrobasis minimella
Poaceae,Coix,lacryma-jobi,Pyralidae,Chilo,suppressalis,India,Coix lacryma-jobi,Chilo suppressalis
Fabaceae,Vigna,unguiculata,Pyralidae,Cadra,cautella,West Malaysia,Vigna unguiculata,Cadra cautella
Fabaceae,Senna,alata,Pyralidae,Anabasis,ochrodesma,New World,Senna alata,Anabasis ochrodesma
Lamiaceae,Ocimum,basilicum,Pterophoridae,Stenoptilodes,taprobanes,Hawaii,Ocimum basilicum,Stenoptilodes taprobanes
Fagaceae,Quercus,laevis,Pyralidae,Acrobasis,minimella,Nearctic,Quercus laevis,Acrobasis minimella
Poaceae,Echinochloa,frumentacea,Pyralidae,Chilo,suppressalis,India,Echinochloa frumentacea,Chilo suppressalis
Poaceae,Zea,mays,Pyralidae,Cadra,cautella,Brazil,Zea mays,Cadra cautella
Fabaceae,Senna,ligustrina,Pyralidae,Anabasis,ochrodesma,USA,Senna ligustrina,Anabasis ochrodesma
Theaceae,Camellia,sinensis,Pterophoridae,Stenoptilodes,taprobanes?,India,Camellia sinensis,Stenoptilodes taprobanes?
Celastraceae,Salacia,,Pyralidae,Acrobasis,modisequa,Indonesia,Salacia,Acrobasis modisequa
Poaceae,Pennisetum,americanum,Pyralidae,Chilo,suppressalis,India,Pennisetum americanum,Chilo suppressalis
Rhamnaceae,Ziziphus,mauritiana,Pyralidae,Cadra,cautella,India,Ziziphus mauritiana,Cadra cautella
Asteraceae,Helianthus,annuus,Pyralidae,Anania,verbascalis,Indo-Australian,Helianthus annuus,Anania verbascalis
Plantaginaceae,Dopatrium,longidens,Pterophoridae,Stenoptilodes,vittata,East Africa,Dopatrium longidens,Stenoptilodes vittata
Corylaceae,Corylus,americana,Pyralidae,Acrobasis,normella,Nearctic,Corylus americana,Acrobasis normella
Poaceae,Saccharum,officinarum,Pyralidae,Chilo,suppressalis,USA [interception],Saccharum officinarum,Chilo suppressalis
Rosaceae,Prunus,armeniaca,Pyralidae,Cadra,cautella,India,Prunus armeniaca,Cadra cautella
Lamiaceae,Teucrium,scorodonia,Pyralidae,Anania,verbascalis,Oriental,Teucrium scorodonia,Anania verbascalis
Plantaginaceae,Striga,,Pterophoridae,Stenoptiloes,taprobanes,East Africa,Striga,Stenoptiloes taprobanes
Juglandaceae,Carya,illinoinensis,Pyralidae,Acrobasis,nuxvorella,USA,Carya illinoinensis,Acrobasis nuxvorella
Poaceae,Sorghum,,Pyralidae,Chilo,suppressalis,East Africa,Sorghum,Chilo suppressalis
Fabaceae,Arachis,hypogaea,Pyralidae,Cadra,cautella,India,Arachis hypogaea,Cadra cautella
Plantaginaceae,Verbascum,thapsus,Pyralidae,Anania,verbascalis,British Isles,Verbascum thapsus,Anania verbascalis
Ericaceae,Arctostaphylos,columbiana,Pterophoridae,Trichoptilus,,Nearctic,Arctostaphylos columbiana,Trichoptilus
Celastraceae,Salacia,prinoides,Pyralidae,Acrobasis,olivalis,India,Salacia prinoides,Acrobasis olivalis
Poaceae,Oryza,sativa,Pyralidae,Chilo,suppressalis,Indonesia,Oryza sativa,Chilo suppressalis
Pedaliaceae,Sesamum,,Pyralidae,Cadra,cautella,Indonesia,Sesamum,Cadra cautella
Fagaceae,Castanea,crenata,Pyralidae,Anartula,melanophia,Japan,Castanea crenata,Anartula melanophia
Nyctaginaceae,Boerhavia,coccinea,Pterophoridae,Trichoptilus,,Brazil,Boerhavia coccinea,Trichoptilus
Poaceae,Zea,mays,Pyralidae,Chilo,suppressalis,Sri Lanka,Zea mays,Chilo suppressalis
Poaceae,Oryza,sativa,Pyralidae,Ancylolomia,,West Malaysia,Oryza sativa,Ancylolomia
Amaranthaceae,Amaranthus,,Pterophoridae,Trichoptilus,defectalis,Puerto Rico,Amaranthus,Trichoptilus defectalis
Juglandaceae,Carya,illinoinensis,Pyralidae,Acrobasis,palliolella,Nearctic,Carya illinoinensis,Acrobasis palliolella
Poaceae,Saccharum,officinarum,Pyralidae,Chilo,terrenellus,Australasia,Saccharum officinarum,Chilo terrenellus
Hypericaceae,Hypericum,,Pterophoridae,Trichoptilus,lobidactylus,Nearctic,Hypericum,Trichoptilus lobidactylus
Betulaceae,Alnus,,Pyralidae,Acrobasis,rubrifasciella,USA,Alnus,Acrobasis rubrifasciella
Poaceae,Rottboellia,exaltata,Pyralidae,Chilo,zacconius,Afrotropical,Rottboellia exaltata,Chilo zacconius
Poaceae,Oryza,sativa,Pyralidae,Ancylolomia,chrysographellus,India,Oryza sativa,Ancylolomia chrysographellus
Rosaceae,Horkelia,californica,Pterophoridae,Trichoptilus,potentellus,Nearctic,Horkelia californica,Trichoptilus potentellus
Betulaceae,Alnus,incana,Pyralidae,Acrobasis,rubrifasciella,Canada,Alnus incana,Acrobasis rubrifasciella
Euphorbiaceae,Manihot,esculenta,Pyralidae,Chilomima,clarkei,Neotropical,Manihot esculenta,Chilomima clarkei
Araceae,Pistia,stratiotes,Pyralidae,,,USA [interception],Pistia stratiotes,
Betulaceae,Alnus,incana,Pyralidae,Acrobasis,rubrifasciella,Nearctic,Alnus incana,Acrobasis rubrifasciella
Amaranthaceae,Amaranthus,,Pyralidae,Chrysobotys,cambogialis,Brazil,Amaranthus,Chrysobotys cambogialis
Poaceae,Oryza,sativa,Pyralidae,Ancylolomia,chrysographellus,Sri Lanka,Oryza sativa,Ancylolomia chrysographellus
Loganiaceae,Strychnos,pseudoquina,Pyralidae,,sp. 1,Brazil,Strychnos pseudoquina,sp. 1
Betulaceae,Alnus,serrulata,Pyralidae,Acrobasis,rubrifasciella,Nearctic,Alnus serrulata,Acrobasis rubrifasciella
Fabaceae,Calopogonium,mucunoides,Pyralidae,Chrysobotys,cambogialis,Brazil,Calopogonium mucunoides,Chrysobotys cambogialis
Poaceae,Oryza,sativa,Pyralidae,Ancylolomia,indica,China,Oryza sativa,Ancylolomia indica
Connaraceae,Rourea,induta,Pyralidae,,sp. 2,Brazil,Rourea induta,sp. 2
Fagaceae,Quercus,,Pyralidae,Acrobasis,sodalella,Palaearctic,Quercus,Acrobasis sodalella
Portulacaceae,Talinum,paniculatum,Pyralidae,Chrysobotys,cambogialis,Brazil,Talinum paniculatum,Chrysobotys cambogialis
Avicenniaceae,Avicennia,,Pyralidae,,sp. 7,Singapore,Avicennia,sp. 7
Hamamelidaceae,Liquidambar,styraciflua,Pyralidae,Acrobasis,sp.,USA,Liquidambar styraciflua,Acrobasis sp.
Cactaceae,Schlumbergera,truncata,Pyralidae,Chrysobotys,cambogialis,Brazil,Schlumbergera truncata,Chrysobotys cambogialis
Amaranthaceae,Salsola,kali,Pyralidae,Ancylosis,gracilella,Pakistan,Salsola kali,Ancylosis gracilella
Ceratophyllaceae,Ceratophyllum,,Pyralidae,Acentria,nivea,Holarctic,Ceratophyllum,Acentria nivea
Fabaceae,Senna,alata,Pyralidae,Acrobasis,sp.,Cuba,Senna alata,Acrobasis sp.
Poaceae,Dactylis,,Pyralidae,Chrysoteuchia,culmella,Holarctic,Dactylis,Chrysoteuchia culmella
Arecaceae,Attalea,,Pyralidae,Cadra,cautella,Brazil,Attalea,Cadra cautella
Asteraceae,Ambrosia,bipinnatifida,Pyralidae,Ancylosis,morrisonella,New World,Ambrosia bipinnatifida,Ancylosis morrisonella
Elatinaceae,Elatine,,Pyralidae,Acentria,nivea,Nearctic,Elatine,Acentria nivea
Juglandaceae,Carya,,Pyralidae,Acrobasis,stigmella,Nearctic,Carya,Acrobasis stigmella
Poaceae,Festuca,rubra,Pyralidae,Chrysoteuchia,topiaria,Nearctic,Festuca rubra,Chrysoteuchia topiaria
Apocynaceae,Strophanthus,,Pyralidae,Cadra,cautella,Southern Africa,Strophanthus,Cadra cautella
Fabaceae,Acacia,tortilis,Pyralidae,Ancylosis,oblitella,Palaearctic,Acacia tortilis,Ancylosis oblitella
Haloragaceae,Myriophyllum,sibiricum,Pyralidae,Acentria,nivea,Holarctic,Myriophyllum sibiricum,Acentria nivea
Juglandaceae,Carya,alba,Pyralidae,Acrobasis,stigmella,Nearctic,Carya alba,Acrobasis stigmella
Moraceae,Ficus,hispida,Pyralidae,Cirrhochrista,fumipalpis,India,Ficus hispida,Cirrhochrista fumipalpis
Sterculiaceae,Theobroma,cacao,Pyralidae,Cadra,cautella,Sabah,Theobroma cacao,Cadra cautella
Amaranthaceae,Bassia,muricata,Pyralidae,Ancylosis,roscidella,Palaearctic,Bassia muricata,Ancylosis roscidella
Juglandaceae,Juglans,regia,Pyralidae,Acrobasis,stigmella,Nearctic,Juglans regia,Acrobasis stigmella
Anacardiaceae,Mangifera,indica,Pyralidae,Citripestis,eutraphera,India,Mangifera indica,Citripestis eutraphera
Alliaceae,Allium,sativum,Pyralidae,Cadra,cautella,Bangladesh,Allium sativum,Cadra cautella
Moraceae,Ficus,,Pyralidae,Ancylosis,sp.,Guam,Ficus,Ancylosis sp.
Corylaceae,Ostrya,virginiana,Pyralidae,Acrobasis,sylviella,Nearctic,Ostrya virginiana,Acrobasis sylviella
Anacardiaceae,Anacardium,occidentale,Pyralidae,Citripestis,eutraphera,Andaman & Nicobar Is,Anacardium occidentale,Citripestis eutraphera
Poaceae,Oryza,sativa,Pyralidae,Cadra,cautella,Guyana,Oryza sativa,Cadra cautella
Fabaceae,Cicer,arietinum,Pyralidae,Ancylostomia,stercorea,USA,Cicer arietinum,Ancylostomia stercorea
Solanaceae,Solanum,tuberosum,Pyralidae,Achyra,affinitalis,Australia,Solanum tuberosum,Achyra affinitalis
Rosaceae,Malus,pumila,Pyralidae,Acrobasis,tricolorella,Nearctic,Malus pumila,Acrobasis tricolorella
Anacardiaceae,Anacardium,occidentale,Pyralidae,Citripestis,eutraphera,Andaman Islands,Anacardium occidentale,Citripestis eutraphera
Polygonaceae,Rumex,,Pyralidae,Ancylostomia,stercorea,USA [interception],Rumex,Ancylostomia stercorea
Rosaceae,Prunus,virginiana,Pyralidae,Acrobasis,tricolorella,Canada,Prunus virginiana,Acrobasis tricolorella
Dipterocarpaceae,Dipterocarpus,chartaceus,Pyralidae,Citripestis,eutraphera,West Malaysia,Dipterocarpus chartaceus,Citripestis eutraphera
Rutaceae,Citrus,reticulata,Pyralidae,Cadra,figulilella,Turkey,Citrus reticulata,Cadra figulilella
Fabaceae,Cajanus,cajan,Pyralidae,Ancylostomia,stercorea,Brazil,Cajanus cajan,Ancylostomia stercorea
Rosaceae,Prunus,armeniaca,Pyralidae,Acrobasis,tricolorella,Nearctic,Prunus armeniaca,Acrobasis tricolorella
Dipterocarpaceae,Dipterocarpus,baudii,Pyralidae,Citripestis,nr. eutraphera,Malaysia,Dipterocarpus baudii,Citripestis nr. eutraphera
Arecaceae,Phoenix,dactylifera,Pyralidae,Cadra,figulilella,USA [interception],Phoenix dactylifera,Cadra figulilella
Sapotaceae,Sideroxylon,salicifolium,Pyralidae,Anegcephalesis,arctella,Cuba,Sideroxylon salicifolium,Anegcephalesis arctella
Portulacaceae,Portulaca,,Pyralidae,Achyra,bifidalis,New World,Portulaca,Achyra bifidalis
Ericaceae,Vaccinium,oxycoccos,Pyralidae,Acrobasis,vaccinii,Canada,Vaccinium oxycoccos,Acrobasis vaccinii
Rutaceae,Citrus,,Pyralidae,Citripestis,sagittiferella,West Malaysia,Citrus,Citripestis sagittiferella
Portulacaceae,Talinum,,Pyralidae,Achyra,bifidalis,New World,Talinum,Achyra bifidalis
Ericaceae,Vaccinium,macrocarpon,Pyralidae,Acrobasis,vaccinii,Nearctic,Vaccinium macrocarpon,Acrobasis vaccinii
Rutaceae,Citrus,hystrix,Pyralidae,Citripestis,sagittiferella,Thailand,Citrus hystrix,Citripestis sagittiferella
